time,P,G(i),H_sun,T2m,WS10m,Int
20141019:1130,5.82,5.8,1.71,5.91,4.34,0
20141019:1230,310.78,187.62,11.47,5.93,4.41,0
20141019:1330,501,297.66,20.23,6.16,4.76,0
20141019:1430,629.8,372.4,27.44,6.56,4.76,0
20141019:1530,634.98,378.37,32.42,6.96,4.48,0
20141019:1630,406.02,246.79,34.51,7.38,4.62,0
20141019:1730,366.52,224.17,33.36,7.4,4.9,0
20141019:1830,237.68,149.53,29.17,7.36,5.03,0
20141019:1930,132.68,86.53,22.55,6.85,5.52,0
20141019:2030,63.9,44.86,14.18,6.73,5.45,0
20141019:2130,132.12,84.1,4.66,6.67,5.1,0
20141019:2230,0,0,0,6.6,4.69,0
20141019:2330,0,0,0,6.47,4.14,0
20141020:0030,0,0,0,6.22,3.79,0
20141020:0130,0,0,0,6.16,3.72,0
20141020:0230,0,0,0,5.94,3.52,0
20141020:0330,0,0,0,5.48,3.31,0
20141020:0430,0,0,0,5.14,3.31,0
20141020:0530,0,0,0,4.84,3.38,0
20141020:0630,0,0,0,4.45,3.31,0
20141020:0730,0,0,0,3.25,2.97,0
20141020:0830,0,0,0,2.92,2.97,0
20141020:0930,0,0,0,2.74,2.83,0
20141020:1030,0,0,0,2.69,2.48,0
20141020:1130,9.92,8.01,1.47,2.66,2.34,0
20141020:1230,601,353.31,11.21,2.84,2.07,0
20141020:1330,910.72,540.06,19.95,3.78,2,0
20141020:1430,1228.18,740.31,27.13,4.99,2.21,0
20141020:1530,881.34,525.99,32.08,6.16,2.41,0
20141020:1630,1037.26,624.16,34.15,6.8,2.48,0
20141020:1730,951,572.22,33,7.61,2.62,0
20141020:1830,739.34,444.49,28.83,8.07,2.76,0
20141020:1930,396.42,243.11,22.22,8.03,2.14,0
20141020:2030,254.96,159.35,13.87,7.99,1.86,0
20141020:2130,205.44,129.22,4.37,7.81,1.03,0
20141020:2230,0,0,0,7.61,0.21,0
20141020:2330,0,0,0,6.9,0.83,0
20141021:0030,0,0,0,6.87,1.24,0
20141021:0130,0,0,0,6.94,1.66,0
20141021:0230,0,0,0,7.09,1.93,0
20141021:0330,0,0,0,7.09,2,0
20141021:0430,0,0,0,7.13,2.21,0
20141021:0530,0,0,0,7.17,2.41,0
20141021:0630,0,0,0,7.14,2.76,0
20141021:0730,0,0,0,6.58,3.03,0
20141021:0830,0,0,0,6.45,3.24,0
20141021:0930,0,0,0,6.36,3.45,0
20141021:1030,0,0,0,6.2,3.66,0
20141021:1130,1.08,1.7,1.24,6.01,4,0
20141021:1230,49.14,34.63,10.95,5.82,4.07,0
20141021:1330,49,34.98,19.67,5.81,4.28,0
20141021:1430,152.7,97.48,26.82,5.84,4.55,0
20141021:1530,147.4,95.3,31.74,6.06,4.76,0
20141021:1630,187.82,119.47,33.79,6.2,4.83,0
20141021:1730,232.6,145.61,32.64,6.51,4.97,0
20141021:1830,115.34,76.68,28.48,6.85,4.97,0
20141021:1930,90.78,61.52,21.89,6.77,4.83,0
20141021:2030,40.86,30.29,13.56,6.93,4.76,0
20141021:2130,13.18,11.56,4.08,7,4.69,0
20141021:2230,0,0,0,6.95,4.62,0
20141021:2330,0,0,0,6.87,4.62,0
20141022:0030,0,0,0,7,4.62,0
20141022:0130,0,0,0,7.09,4.69,0
20141022:0230,0,0,0,7.07,4.76,0
20141022:0330,0,0,0,6.96,4.97,0
20141022:0430,0,0,0,6.84,5.17,0
20141022:0530,0,0,0,6.7,5.1,0
20141022:0630,0,0,0,6.76,5.31,0
20141022:0730,0,0,0,6.96,5.17,0
20141022:0830,0,0,0,6.9,5.24,0
20141022:0930,0,0,0,6.79,4.97,0
20141022:1030,0,0,0,6.75,4.62,0
20141022:1130,0.52,1.18,1,6.85,4.9,0
20141022:1230,17.38,14.63,10.7,6.99,4.76,0
20141022:1330,76.76,52.89,19.39,7.19,4.76,0
20141022:1430,433.56,260.75,26.51,7.51,5.1,0
20141022:1530,788.32,466.62,31.4,8.35,5.38,0
20141022:1630,1051.96,628.18,33.44,9.6,5.24,0
20141022:1730,1296.62,784.39,32.29,10.92,5.24,0
20141022:1830,1422.44,867.26,28.14,11.91,5.45,0
20141022:1930,1092.14,654.89,21.57,11.65,5.79,0
20141022:2030,1082.78,648.92,13.26,11.98,5.52,0
20141022:2130,547.12,328.19,3.8,11.6,5.03,0
20141022:2230,0,0,0,10.82,5.24,0
20141022:2330,0,0,0,10.4,5.52,0
20141023:0030,0,0,0,9.88,5.59,0
20141023:0130,0,0,0,9.33,5.59,0
20141023:0230,0,0,0,8.5,5.66,0
20141023:0330,0,0,0,7.78,5.66,0
20141023:0430,0,0,0,7.36,5.59,0
20141023:0530,0,0,0,7.07,5.24,0
20141023:0630,0,0,0,6.92,5.45,0
20141023:0730,0,0,0,6.96,5.52,0
20141023:0830,0,0,0,7,5.59,0
20141023:0930,0,0,0,7.1,5.03,0
20141023:1030,0,0,0,7.21,5.1,0
20141023:1130,0.3,0.97,0.76,7.41,5.31,0
20141023:1230,18.02,15.27,10.44,7.49,5.38,0
20141023:1330,50.96,37.17,19.1,7.55,5.45,0
20141023:1430,57.24,41.13,26.2,7.51,5.52,0
20141023:1530,62.04,44.09,31.07,7.33,5.03,0
20141023:1630,151.18,98.15,33.08,7.26,4.76,0
20141023:1730,134.6,88.87,31.93,7.63,5.03,0
20141023:1830,81.12,56.38,27.8,7.95,4.9,0
20141023:1930,44.08,33.02,21.25,8.02,4.55,0
20141023:2030,19.44,16.31,12.96,7.59,4.41,0
20141023:2130,4.26,4.95,3.52,7.71,5.03,0
20141023:2230,0,0,0,8.15,4.97,0
20141023:2330,0,0,0,8.48,4.76,0
20141024:0030,0,0,0,8.52,4.55,0
20141024:0130,0,0,0,8.46,4.48,0
20141024:0230,0,0,0,8.4,4.41,0
20141024:0330,0,0,0,8.28,4.28,0
20141024:0430,0,0,0,8.12,4.21,0
20141024:0530,0,0,0,7.95,4.14,0
20141024:0630,0,0,0,7.76,3.86,0
20141024:0730,0,0,0,7.98,3.45,0
20141024:0830,0,0,0,7.89,3.17,0
20141024:0930,0,0,0,7.8,3.1,0
20141024:1030,0,0,0,7.76,2.83,0
20141024:1130,0.14,0.76,0.52,7.59,2.62,0
20141024:1230,1.64,2.54,10.19,7.59,2.55,0
20141024:1330,19.9,16.66,18.82,7.62,2.41,0
20141024:1430,28.86,22.93,25.89,7.84,2.07,0
20141024:1530,44.36,33.42,30.73,8.14,1.45,0
20141024:1630,339.9,209.1,32.73,8.48,1.24,0
20141024:1730,493.62,301.05,31.58,9.47,1.59,0
20141024:1830,992.32,602.76,27.46,10.45,1.86,0
20141024:1930,781.36,476.24,20.94,12.37,1.59,0
20141024:2030,468.46,289.68,12.67,12.58,0.76,0
20141024:2130,253.3,160.84,3.24,12.01,0.62,0
20141024:2230,0,0,0,11,1.38,0
20141024:2330,0,0,0,10.35,1.86,0
20141025:0030,0,0,0,10.05,2.14,0
20141025:0130,0,0,0,9.72,2.34,0
20141025:0230,0,0,0,9.63,2.62,0
20141025:0330,0,0,0,9.53,2.69,0
20141025:0430,0,0,0,9.19,2.69,0
20141025:0530,0,0,0,9.07,2.76,0
20141025:0630,0,0,0,8.74,2.9,0
20141025:0730,0,0,0,8.2,3.1,0
20141025:0830,0,0,0,7.76,3.31,0
20141025:0930,0,0,0,7.36,3.45,0
20141025:1030,0,0,0,6.9,3.72,0
20141025:1130,2.44,3.09,0.28,6.45,3.86,0
20141025:1230,1000.14,590.08,9.93,6.19,3.72,0
20141025:1330,1325.6,794.57,18.54,6.96,4,0
20141025:1430,1386.94,838.28,25.58,8.36,4.21,0
20141025:1530,1198.6,725.19,30.4,9.99,3.93,0
20141025:1630,1359.02,835.8,32.39,11.26,3.66,0
20141025:1730,1168.78,715.47,31.24,12.61,3.59,0
20141025:1830,534.38,327.95,27.13,13.85,4.83,0
20141025:1930,246.42,159.45,20.63,14.09,3.24,0
20141025:2030,63.98,49.18,12.38,13.85,2.69,0
20141025:2130,65.66,48.51,2.97,12.9,2.97,0
20141025:2230,0,0,0,11.8,3.31,0
20141025:2330,0,0,0,10.94,4,0
20141026:0030,0,0,0,10.71,4.07,0
20141026:0130,0,0,0,10.72,3.86,0
20141026:0230,0,0,0,10.23,3.66,0
20141026:0330,0,0,0,9.77,3.66,0
20141026:0430,0,0,0,9.31,3.66,0
20141026:0530,0,0,0,8.83,3.38,0
20141026:0630,0,0,0,8.57,3.31,0
20141026:0730,0,0,0,8.29,3.31,0
20141026:0830,0,0,0,8.06,3.24,0
20141026:0930,0,0,0,7.84,3.24,0
20141026:1030,0,0,0,7.58,3.24,0
20141026:1130,1.54,2.42,0.04,7.48,3.31,0
20141026:1230,103.1,68.7,9.67,7.39,3.24,0
20141026:1330,432.78,261.64,18.26,7.71,2.97,0
20141026:1430,405.76,246.2,25.28,8.32,3.72,0
20141026:1530,334.9,206.12,30.07,8.59,3.93,0
20141026:1630,575.18,346.3,32.04,8.94,4.07,0
20141026:1730,1247.8,754.69,30.9,9.9,4.14,0
20141026:1830,575.54,347.93,26.81,11.01,4.76,0
20141026:1930,864.68,514.61,20.32,10.18,4.97,0
20141026:2030,559.28,335.59,12.1,10.39,5.1,0
20141026:2130,343.88,209.2,2.7,10.15,4.76,0
20141026:2230,0,0,0,9.46,4.41,0
20141026:2330,0,0,0,8.88,4.41,0
20141027:0030,0,0,0,8.28,4.55,0
20141027:0130,0,0,0,8.28,4.9,0
20141027:0230,0,0,0,8.4,5.03,0
20141027:0330,0,0,0,8.51,5.24,0
20141027:0430,0,0,0,8.38,5.38,0
20141027:0530,0,0,0,8.01,5.31,0
20141027:0630,0,0,0,7.65,5.24,0
20141027:0730,0,0,0,7.02,4.97,0
20141027:0830,0,0,0,6.86,4.83,0
20141027:0930,0,0,0,6.78,4.55,0
20141027:1030,0,0,0,6.79,4.34,0
20141027:1130,0,0,-0.19,6.68,4.07,0
20141027:1230,465.86,277.14,9.42,6.59,3.93,0
20141027:1330,962.88,570.31,17.99,7.11,4,0
20141027:1430,1271.98,760.67,24.97,8.26,4.9,0
20141027:1530,909.3,542.85,29.74,9.31,4.69,0
20141027:1630,493.96,302.18,31.7,10.01,4.34,0
20141027:1730,502.04,306.78,30.56,10.36,4.28,0
20141027:1830,423.9,260.5,26.48,10.6,4.34,0
20141027:1930,170.14,112.86,20.02,11.41,3.86,0
20141027:2030,392.38,241.12,11.82,11.27,3.59,0
20141027:2130,327.04,201.3,2.43,10.94,3.1,0
20141027:2230,0,0,0,10.07,2.69,0
20141027:2330,0,0,0,9.3,2.41,0
20141028:0030,0,0,0,8.6,2.41,0
20141028:0130,0,0,0,8.17,2,0
20141028:0230,0,0,0,7.87,2,0
20141028:0330,0,0,0,7.67,1.72,0
20141028:0430,0,0,0,7.09,1.03,0
20141028:0530,0,0,0,7.76,0.48,0
20141028:0630,0,0,0,6.69,1.03,0
20141028:0730,0,0,0,6.93,1.66,0
20141028:0830,0,0,0,7.06,2,0
20141028:0930,0,0,0,7.15,2.48,0
20141028:1030,0,0,0,7.25,2.83,0
20141028:1130,0,0,-0.43,7.36,2.97,0
20141028:1230,11.58,10.63,9.16,7.44,2.97,0
20141028:1330,36.1,27.66,17.71,7.73,2.97,0
20141028:1430,83.52,57.99,24.67,8.14,2.76,0
20141028:1530,57.02,41.87,29.42,8.73,3.03,0
20141028:1630,99.12,68.54,31.37,8.99,3.17,0
20141028:1730,73.48,52.89,30.22,9.51,2.9,0
20141028:1830,612.98,369.91,26.16,9.78,2.97,0
20141028:1930,652.8,394.6,19.72,11.73,3.38,0
20141028:2030,523.58,319.07,11.54,12.31,3.03,0
20141028:2130,4.08,6.08,2.18,12.39,2.48,0
20141028:2230,0,0,0,11.77,2.34,0
20141028:2330,0,0,0,11.65,2.62,0
20141029:0030,0,0,0,12.25,3.17,0
20141029:0130,0,0,0,12.93,3.86,0
20141029:0230,0,0,0,13.31,4.28,0
20141029:0330,0,0,0,13.55,4.21,0
20141029:0430,0,0,0,13.78,4,0
20141029:0530,0,0,0,13.49,3.52,0
20141029:0630,0,0,0,13.84,3.17,0
20141029:0730,0,0,0,13.25,2.83,0
20141029:0830,0,0,0,13.05,2.76,0
20141029:0930,0,0,0,12.76,2.62,0
20141029:1030,0,0,0,11.92,2.55,0
20141029:1130,0,0,-0.67,11.02,2.34,0
20141029:1230,92.04,64.48,8.91,10.5,1.93,0
20141029:1330,247.04,158.09,17.43,10.82,1.79,0
20141029:1430,264.28,169.55,24.37,11.63,2.21,0
20141029:1530,441.2,273.02,29.1,12.17,4.28,0
20141029:1630,700.64,424.3,31.03,12.35,5.1,0
20141029:1730,763.96,462.42,29.89,12.54,5.1,0
20141029:1830,191.92,127.49,25.85,12.86,5.38,0
20141029:1930,211.94,138.91,19.43,12.75,5.1,0
20141029:2030,86.52,62.27,11.27,12.5,4.9,0
20141029:2130,5.2,6.95,1.92,11.9,4.28,0
20141029:2230,0,0,0,11.23,3.86,0
20141029:2330,0,0,0,10.37,3.72,0
20141030:0030,0,0,0,9.7,3.86,0
20141030:0130,0,0,0,9.21,4,0
20141030:0230,0,0,0,8.85,3.93,0
20141030:0330,0,0,0,8.48,3.86,0
20141030:0430,0,0,0,8.15,3.72,0
20141030:0530,0,0,0,7.8,3.52,0
20141030:0630,0,0,0,7.4,3.1,0
20141030:0730,0,0,0,7.16,3.03,0
20141030:0830,0,0,0,6.82,2.76,0
20141030:0930,0,0,0,6.58,2.76,0
20141030:1030,0,0,0,6.33,2.69,0
20141030:1130,0,0,-0.91,6.1,2.69,0
20141030:1230,426.8,254.96,8.65,5.91,2.55,0
20141030:1330,984.44,585.82,17.16,6.2,2.41,0
20141030:1430,732.16,436.08,24.07,7,2.9,0
20141030:1530,489.78,296.55,28.78,7.54,2.62,0
20141030:1630,268.58,169,30.7,7.86,2.55,0
20141030:1730,190.66,123,29.57,7.96,2.69,0
20141030:1830,294.6,182.5,25.54,7.98,2.9,0
20141030:1930,115.04,76.59,19.14,7.91,3.79,0
20141030:2030,101.14,67.39,11,7.65,3.59,0
20141030:2130,2.38,3.23,1.67,7.44,3.38,0
20141030:2230,0,0,0,7.14,3.17,0
20141030:2330,0,0,0,6.94,3.24,0
20141031:0030,0,0,0,6.73,3.38,0
20141031:0130,0,0,0,6.34,3.31,0
20141031:0230,0,0,0,6.06,3.24,0
20141031:0330,0,0,0,5.67,2.83,0
20141031:0430,0,0,0,5.31,2.55,0
20141031:0530,0,0,0,5.17,2.34,0
20141031:0630,0,0,0,5.08,2.21,0
20141031:0730,0,0,0,4.61,2,0
20141031:0830,0,0,0,4.5,1.79,0
20141031:0930,0,0,0,4.25,1.79,0
20141031:1030,0,0,0,4.12,1.72,0
20141031:1130,0,0,-1.15,3.96,1.72,0
20141031:1230,396.96,236.73,8.4,3.89,1.59,0
20141031:1330,970.1,577.67,16.88,4.28,1.31,0
20141031:1430,1158.02,700.23,23.77,4.91,1.03,0
20141031:1530,1087.88,659.9,28.46,5.64,0.69,0
20141031:1630,674.22,407.21,30.38,6.17,0.62,0
20141031:1730,334.82,207,29.24,6.44,0.83,0
20141031:1830,206.72,131.75,25.23,6.45,1.17,0
20141031:1930,149.46,96.44,18.86,6.13,2.07,0
20141031:2030,84.6,56.96,10.74,6.03,2.34,0
20141031:2130,5,5.14,1.43,5.88,2.76,0
20141031:2230,0,0,0,5.66,2.83,0
20141031:2330,0,0,0,5.43,2.83,0
20141101:0030,0,0,0,5.25,3.03,0
20141101:0130,0,0,0,5.04,2.97,0
20141101:0230,0,0,0,4.89,3.1,0
20141101:0330,0,0,0,4.84,3.38,0
20141101:0430,0,0,0,4.63,3.45,0
20141101:0530,0,0,0,4.46,3.38,0
20141101:0630,0,0,0,4.36,3.38,0
20141101:0730,0,0,0,3.39,3.38,0
20141101:0830,0,0,0,3.3,3.59,0
20141101:0930,0,0,0,3.1,3.66,0
20141101:1030,0,0,0,3.07,3.66,0
20141101:1130,0,0,-1.38,3.25,3.86,0
20141101:1230,181.72,111.08,8.15,3.39,4,0
20141101:1330,502.86,295.81,16.61,3.81,4.55,0
20141101:1430,375.96,225.5,23.48,4.43,5.17,0
20141101:1530,386.12,232.57,28.14,4.95,5.24,0
20141101:1630,494.82,296.14,30.05,5.35,5.31,0
20141101:1730,325.8,199.16,28.93,5.83,5.59,0
20141101:1830,220.56,137.49,24.93,5.78,6,0
20141101:1930,122.06,79.18,18.58,5.57,5.93,0
20141101:2030,67.88,46.09,10.48,5.24,5.52,0
20141101:2130,4.92,4.88,1.19,5.05,4.83,0
20141101:2230,0,0,0,4.81,4.41,0
20141101:2330,0,0,0,4.66,4.28,0
20141102:0030,0,0,0,4.5,4.34,0
20141102:0130,0,0,0,4.28,4.41,0
20141102:0230,0,0,0,4.05,4.41,0
20141102:0330,0,0,0,3.69,4.28,0
20141102:0430,0,0,0,3.22,4,0
20141102:0530,0,0,0,2.72,3.93,0
20141102:0630,0,0,0,2.33,3.93,0
20141102:0730,0,0,0,2.07,4.07,0
20141102:0830,0,0,0,1.83,4.34,0
20141102:0930,0,0,0,1.53,4.28,0
20141102:1030,0,0,0,1.37,4.34,0
20141102:1130,0,0,-1.62,1.19,4.34,0
20141102:1230,1039.7,600.52,7.9,1.1,4.41,0
20141102:1330,1377.28,809.24,16.34,1.67,4.34,0
20141102:1430,1538.54,910.74,23.18,2.63,5.24,0
20141102:1530,1632.66,975.88,27.83,3.76,5.38,0
20141102:1630,1719.86,1037.76,29.73,4.85,5.45,0
20141102:1730,1487.84,886.91,28.61,5.71,5.52,0
20141102:1830,1638.16,988.28,24.64,6.18,5.45,0
20141102:1930,1503.14,899.03,18.31,6.4,5.52,0
20141102:2030,1155.7,679.38,10.23,6.2,5.52,0
20141102:2130,5.08,5.14,0.95,5.6,4.76,0
20141102:2230,0,0,0,4.56,4.55,0
20141102:2330,0,0,0,3.79,4.62,0
20141103:0030,0,0,0,3.13,4.55,0
20141103:0130,0,0,0,2.61,4.21,0
20141103:0230,0,0,0,2.12,4.28,0
20141103:0330,0,0,0,1.72,4.34,0
20141103:0430,0,0,0,1.4,4.34,0
20141103:0530,0,0,0,1.13,4.34,0
20141103:0630,0,0,0,0.9,4.28,0
20141103:0730,0,0,0,0.71,4.34,0
20141103:0830,0,0,0,0.48,4.48,0
20141103:0930,0,0,0,0.29,4.62,0
20141103:1030,0,0,0,0.17,4.69,0
20141103:1130,0,0,-1.85,0.09,4.69,0
20141103:1230,1090.86,628.23,7.64,0.08,4.62,0
20141103:1330,1497.98,881.42,16.06,0.85,4.62,0
20141103:1430,1551.46,917.47,22.89,2.25,5.1,0
20141103:1530,1560.8,931.21,27.52,3.69,4.97,0
20141103:1630,1393.2,827.54,29.42,5.07,5.1,0
20141103:1730,1471.66,878.74,28.3,5.97,5.31,0
20141103:1830,1292.26,767.18,24.34,6.73,5.38,0
20141103:1930,1274.68,759.58,18.04,7.18,4.55,0
20141103:2030,920.22,543.59,9.98,7.37,4,0
20141103:2130,3.08,3.74,0.72,6.87,3.17,0
20141103:2230,0,0,0,6.13,2.9,0
20141103:2330,0,0,0,5.39,2.48,0
20141104:0030,0,0,0,4.89,2.07,0
20141104:0130,0,0,0,4.38,1.79,0
20141104:0230,0,0,0,3.29,1.38,0
20141104:0330,0,0,0,3.64,1.03,0
20141104:0430,0,0,0,4.37,0.69,0
20141104:0530,0,0,0,4.13,0.21,0
20141104:0630,0,0,0,3.84,0.48,0
20141104:0730,0,0,0,4.07,0.55,0
20141104:0830,0,0,0,1.81,1.31,0
20141104:0930,0,0,0,2.32,1.17,0
20141104:1030,0,0,0,1.5,1.38,0
20141104:1130,0,0,-2.09,2.15,1.45,0
20141104:1230,85.52,54.99,7.39,2.81,1.38,0
20141104:1330,270.66,164.91,15.8,3.89,1.17,0
20141104:1430,607.98,362.35,22.6,5.15,1.38,0
20141104:1530,861.76,515.48,27.22,6.48,1.38,0
20141104:1630,562.3,340,29.11,8.01,1.86,0
20141104:1730,198.78,128.68,28,9.02,2.07,0
20141104:1830,82.54,58.73,24.06,9.5,1.86,0
20141104:1930,365.02,225.76,17.77,10.38,2.14,0
20141104:2030,218.78,139.79,9.74,10.97,2.62,0
20141104:2130,0.7,2.08,0.5,10.67,2.69,0
20141104:2230,0,0,0,10.52,2.76,0
20141104:2330,0,0,0,10.79,2.83,0
20141105:0030,0,0,0,10.7,2.76,0
20141105:0130,0,0,0,10.56,2.62,0
20141105:0230,0,0,0,9.27,2.62,0
20141105:0330,0,0,0,8.81,2.97,0
20141105:0430,0,0,0,8.92,3.52,0
20141105:0530,0,0,0,9.31,4.34,0
20141105:0630,0,0,0,9.71,4.83,0
20141105:0730,0,0,0,9.88,4.62,0
20141105:0830,0,0,0,10.13,5.17,0
20141105:0930,0,0,0,10.49,5.31,0
20141105:1030,0,0,0,10.58,6,0
20141105:1130,0,0,-2.32,10.08,6.14,0
20141105:1230,378.66,227.86,7.15,9.25,6.34,0
20141105:1330,1098.92,648.06,15.53,8.36,6.28,0
20141105:1430,1341.3,798.81,22.31,8.23,5.93,0
20141105:1530,1469.78,884.14,26.92,8.73,5.86,0
20141105:1630,1416.4,852.28,28.8,9.41,5.93,0
20141105:1730,1277.88,763.7,27.7,10.37,6.76,0
20141105:1830,999.98,592.12,23.78,10.88,7.72,0
20141105:1930,836.22,495.57,17.51,10.99,7.24,0
20141105:2030,648.8,385.4,9.5,10.38,6.55,0
20141105:2130,2.4,3.78,0.28,9.93,5.31,0
20141105:2230,0,0,0,9.19,4.62,0
20141105:2330,0,0,0,8.57,4.21,0
20141106:0030,0,0,0,7.94,3.79,0
20141106:0130,0,0,0,7.49,3.45,0
20141106:0230,0,0,0,7.06,3.17,0
20141106:0330,0,0,0,6.78,2.97,0
20141106:0430,0,0,0,6.69,2.9,0
20141106:0530,0,0,0,6.48,2.76,0
20141106:0630,0,0,0,6.12,2.41,0
20141106:0730,0,0,0,5.63,2.48,0
20141106:0830,0,0,0,5.11,2.41,0
20141106:0930,0,0,0,4.67,2.28,0
20141106:1030,0,0,0,4.38,2.07,0
20141106:1130,0,0,-2.55,4.04,1.86,0
20141106:1230,232.46,141.45,6.9,3.71,1.66,0
20141106:1330,292.22,178.75,15.26,4.43,1.03,0
20141106:1430,280.1,174.18,22.03,5.57,0.83,0
20141106:1530,567.96,345,26.62,6.19,0.55,0
20141106:1630,529.58,324.31,28.49,6.96,0.55,0
20141106:1730,600.54,366.41,27.4,7.45,0.55,0
20141106:1830,154,101.63,23.5,7.84,0.83,0
20141106:1930,94.14,64.83,17.26,8.01,1.93,0
20141106:2030,32.86,25.51,9.27,7.69,2.14,0
20141106:2130,1.58,2.4,0.06,7.07,2,0
20141106:2230,0,0,0,6.39,2.34,0
20141106:2330,0,0,0,5.92,2.69,0
20141107:0030,0,0,0,5.52,2.9,0
20141107:0130,0,0,0,5.05,3.03,0
20141107:0230,0,0,0,4.65,3.24,0
20141107:0330,0,0,0,4.09,3.59,0
20141107:0430,0,0,0,3.75,3.66,0
20141107:0530,0,0,0,3.4,3.66,0
20141107:0630,0,0,0,3.12,3.59,0
20141107:0730,0,0,0,2.56,4.07,0
20141107:0830,0,0,0,2.53,4.14,0
20141107:0930,0,0,0,2.44,4.48,0
20141107:1030,0,0,0,2.37,4.48,0
20141107:1130,0,0,-2.79,2.46,4.48,0
20141107:1230,36.82,25.28,6.65,2.43,4,0
20141107:1330,178.58,109.86,15,2.57,3.93,0
20141107:1430,640.04,374.93,21.75,3.06,4.34,0
20141107:1530,808.26,474.24,26.32,4.01,4.69,0
20141107:1630,785.44,462.49,28.19,4.99,4.69,0
20141107:1730,891.84,525.33,27.11,5.82,4.97,0
20141107:1830,539.6,321.69,23.23,6.24,4.97,0
20141107:1930,322.58,194.8,17.01,5.17,4.97,0
20141107:2030,241.5,146.9,9.04,4.93,4.55,0
20141107:2130,0,0,-0.14,4.66,3.93,0
20141107:2230,0,0,0,4.32,3.72,0
20141107:2330,0,0,0,3.88,4.14,0
20141108:0030,0,0,0,3.25,4.69,0
20141108:0130,0,0,0,2.38,4.62,0
20141108:0230,0,0,0,1.62,4.28,0
20141108:0330,0,0,0,1.1,4,0
20141108:0430,0,0,0,0.66,3.93,0
20141108:0530,0,0,0,0.38,3.79,0
20141108:0630,0,0,0,0.12,3.59,0
20141108:0730,0,0,0,0.16,3.86,0
20141108:0830,0,0,0,0.23,3.52,0
20141108:0930,0,0,0,0.09,3.52,0
20141108:1030,0,0,0,0.03,3.52,0
20141108:1130,0,0,-3.02,-0.11,3.45,0
20141108:1230,821.98,472.18,6.41,-0.3,3.66,0
20141108:1330,1262.26,735.57,14.74,0.08,3.79,0
20141108:1430,1028.18,595.59,21.47,0.73,4.62,0
20141108:1530,377.5,224.22,26.03,1.32,4.41,0
20141108:1630,399.62,237.27,27.9,1.6,4.07,0
20141108:1730,611.44,359.34,26.83,1.91,3.45,0
20141108:1830,1294.16,766.87,22.96,2.45,3.38,0
20141108:1930,737.7,432.98,16.77,3.16,2.97,0
20141108:2030,198.16,121.25,8.82,3.42,2.9,0
20141108:2130,0,0,-0.35,3.52,2.21,0
20141108:2230,0,0,0,3.36,1.24,0
20141108:2330,0,0,0,3.15,1.24,0
20141109:0030,0,0,0,2.96,1.72,0
20141109:0130,0,0,0,2.7,2.14,0
20141109:0230,0,0,0,2.62,2.41,0
20141109:0330,0,0,0,3.01,2.83,0
20141109:0430,0,0,0,3.55,3.17,0
20141109:0530,0,0,0,3.98,3.66,0
20141109:0630,0,0,0,4.34,3.93,0
20141109:0730,0,0,0,4.51,4,0
20141109:0830,0,0,0,4.86,4.14,0
20141109:0930,0,0,0,5.01,4.28,0
20141109:1030,0,0,0,5.07,4.21,0
20141109:1130,0,0,-3.25,4.8,4.76,0
20141109:1230,206.34,125.32,6.16,4.13,5.17,0
20141109:1330,747.18,433.58,14.48,3.78,5.59,0
20141109:1430,853.06,494.75,21.19,3.76,5.79,0
20141109:1530,805.44,468.83,25.74,3.6,5.93,0
20141109:1630,1106.48,647.27,27.61,3.68,5.45,0
20141109:1730,1033.26,603.48,26.55,4.24,5.66,0
20141109:1830,499.84,295.62,22.7,4.52,5.24,0
20141109:1930,771.5,451.6,16.53,4.5,4.28,0
20141109:2030,800.86,468.74,8.6,4.66,3.86,0
20141109:2130,0,0,-0.55,4.44,2.34,0
20141109:2230,0,0,0,3.55,0.97,0
20141109:2330,0,0,0,2.17,1.79,0
20141110:0030,0,0,0,1.66,2.34,0
20141110:0130,0,0,0,1.48,2.62,0
20141110:0230,0,0,0,1.62,2.76,0
20141110:0330,0,0,0,2.05,2.76,0
20141110:0430,0,0,0,2.89,2.97,0
20141110:0530,0,0,0,3.78,3.59,0
20141110:0630,0,0,0,4.8,4.21,0
20141110:0730,0,0,0,5.34,4.34,0
20141110:0830,0,0,0,5.63,4,0
20141110:0930,0,0,0,5.63,3.52,0
20141110:1030,0,0,0,5.25,2.9,0
20141110:1130,0,0,-3.47,4.82,2.48,0
20141110:1230,30.16,22.15,5.92,4.5,2.07,0
20141110:1330,283.46,172.92,14.22,4.64,1.72,0
20141110:1430,951.74,566.58,20.92,5.4,1.86,0
20141110:1530,662.62,394.51,25.46,6.17,2.48,0
20141110:1630,657.42,392.42,27.32,6.58,2.41,0
20141110:1730,438.52,265.71,26.27,6.81,2.28,0
20141110:1830,771.88,460.98,22.44,6.9,1.93,0
20141110:1930,740.12,443.61,16.3,7.27,1.45,0
20141110:2030,440.42,266.22,8.39,7.25,1.17,0
20141110:2130,0,0,-0.74,6.9,0.41,0
20141110:2230,0,0,0,5.69,0.9,0
20141110:2330,0,0,0,5.39,1.79,0
20141111:0030,0,0,0,5.16,2.07,0
20141111:0130,0,0,0,4.89,2.41,0
20141111:0230,0,0,0,4.58,2.62,0
20141111:0330,0,0,0,4.43,2.83,0
